1489	鍼灸资生经	子	医家类	王执中	宋			before
1490	妇人大全良方	子	医家类	陈自明	宋			before
14904	十往生阿弥陀佛国经附十往生经真伪决疑	佛	续藏经					blank
14925	佛果圆悟禅师碧岩录	佛	藏外	圆悟	宋			before
14935	元代白莲教资料汇编	佛	藏外					blank
14946	印光法师文钞	佛	藏外	释印光	清			after
14947	印光法师文钞三编	佛	藏外	释印光	清			after
14948	印光法师文钞续编	佛	藏外	释印光	清			after
14960	妙法莲华经台宗会义	佛	藏外	释智旭	明			unknown
14962	学菩萨戒法	佛	藏外					blank
14963	安士全书	佛	藏外	周安士	清			after
1497	仁斋直指	子	医家类	杨士瀛	宋			before
14977	敕修百丈清规	佛	藏外	德辉	元			before
14985	梵门绮语录三种	佛	藏外					blank
15	伊川易传	经	易类	程颐	宋			before
150	周易洗心	经	易类	任启运	清			after
15007	翠微先生北征录	佛	藏外	华岳	宋			before
15024	达摩宝传	佛	藏外	悟真子	明			unknown
1503	儒门事亲	子	医家类	张从正	金			before
1507	此事难知	子	医家类	王好古	元			before
15082	经说	儒	五经总义					blank
15088	三元参赞延寿书	儒	修身治家	李鹏飞	元			before
1509	汤液本章	子	医家类	王好古	元			before
15091	乡言解颐	儒	修身治家	李光庭	清			after
151	丰川易说	经	易类	王心敬	清			after
15100	双节堂庸训	儒	修身治家	汪辉祖	清			after
15103	处世悬镜	儒	修身治家	傅昭	南北朝			before
1511	世医得效方	子	医家类	危亦林	元			before
15110	居家必用事类全集	儒	修身治家	佚名	元			before
15118	明心宝鉴	儒	修身治家	范立本	明			unknown
15138	解人颐	儒	修身治家	钱德苍	清			after
15143	霞外杂俎	儒	修身治家	杜巽才	明			unknown
15145	颜氏家训集解	儒	修身治家	王利器				blank
15153	养蒙金鉴	儒	启蒙蒙学	林之望	清			after
15156	千金裘	儒	启蒙蒙学	蒋义彬	清			after
1516	外科精义	子	医家类	齐德之	元			before
15160	名贤集	儒	启蒙蒙学	佚名	宋			before
15161	四字经	儒	启蒙蒙学	佚名	清			after
15163	增广贤文	儒	启蒙蒙学	佚名	清			after
1517	脉诀刊误	子	医家类	戴启宗	元			before
1519	普济方	子	医家类	朱橚	明			unknown
15193	神童诗	儒	启蒙蒙学	汪洙	宋			before
152	周易述	经	易类	惠栋	清			after
15207	老学究语	儒	启蒙蒙学	李西沤	清			after
1522	薛氏医案	子	医家类	薛己	明			unknown
15235	四书章句集注	儒	四书	朱熹	宋			before
1525	外料理例	子	医家类	汪机	明			unknown
15258	大学章句集注	儒	四书	朱熹	宋			before
15265	孟子字义疏证	儒	四书	戴东原	清			after
15270	孟子集注	儒	四书	朱熹	宋			before
1528	赤水元珠	子	医家类	孙一奎	明			unknown
15284	论孟集注考证	儒	四书					blank
1529	医旨绪余	子	医家类	孙一奎	明			unknown
15292	论语点睛补注	儒	四书	释智旭	明			unknown
15296	论语集注	儒	四书	朱熹	宋			before
15299	论语集释	儒	四书	程树德				blank
153	易汉学	经	易类	惠栋	清			after
1530	证治准绳	子	医家类	王肯堂	明			unknown
15301	读四书大全说	儒	四书	王夫之	清			after
1531	本草纲目	子	医家类	李时珍	明			unknown
15312	孝经述注	儒	孝经					blank
15316	御纂孝经集注	儒	孝经					blank
15330	古今韵会举要	儒	小学					blank
15340	增修互注礼部韵略	儒	小学					blank
15354	康熙字典	儒	小学	张玉书	清			after
1536	神农本草经疏	子	医家类	缪希雍	明			unknown
1537	类经	子	医家类	张介宾	明			unknown
15372	说文解字注	儒	小学	段玉裁	清			after
15382	附释文互注礼部韵略	儒	小学					blank
15388	马氏文通	儒	小学	马建忠	清			after
15395	书传辑录纂注	儒	尚书					blank
154	易例	经	易类	惠栋	清			after
15405	古文尚书通论辑本 礼记通论辑本	儒	尚书	姚际恒	清			after
15408	尚书	儒	尚书	孔丘	春秋鲁			before
1542	御纂医宗金鑑	子	医家类	吴谦	清			after
1544	医门法律	子	医家类	喻昌	清			after
15448	融堂书解	儒	尚书					blank
1548	续名医类案	子	医家类	魏之琇	清			after
15503	春秋左传正义	儒	春秋	杜预	晋			before
15523	春秋谷梁传注疏	儒	春秋	范宁	晋			before
15528	春秋繁露义证	儒	春秋	苏舆	清			after
1555	六经天法编	子	天文算法类	王应麟	宋			before
1559	圣寿万年历	子	天文算法类	朱载堉	明			unknown
156	大易择言	经	易类	程廷祚	清			after
1560	古今律历考	子	天文算法类	邢云路	明			unknown
1561	干坤体义	子	天文算法类	西洋利玛窦	明			unknown
15618	周礼述注	儒	礼经					blank
15641	礼记	儒	礼经	戴德	汉			before
15644	礼记正义	儒	礼经	郑玄	汉			before
15648	礼记述注	儒	礼经					blank
15649	礼记通论辑本	儒	礼经	姚际恒	清			after
1565	新法算书	子	天文算法类	徐光启	明			unknown
15664	陈氏礼记集说	儒	礼经					blank
15670	御制题絜斋毛诗经筵讲义	儒	诗经	袁燮	宋			before
15679	毛诗故训传	儒	诗经	段玉裁	清			after
15681	毛诗正义	儒	诗经	郑玄	汉			before
157	周易辨画	经	易类	连斗山	清			after
1570	御制历象考成	子	天文算法类	允禄	清			after
15711	诗疑辨证	儒	诗经					blank
1572	钦定仪象考成	子	天文算法类	允禄	清			after
15749	乐育堂语录	儒	语录	黄元吉	清			after
15750	习斋四存编	儒	语录	颜习斋	清			after
15774	原善	儒	语录	戴震	清			after
15781	四书蕅益解	儒	语录	释智旭	明			unknown
15782	困知记	子	语录	罗钦顺	明			unknown
158	周易图书质疑	经	易类	赵继序	清			after
15802	孟子私淑录	儒	语录	戴震	清			after
15803	学术辨	儒	语录	陆陇其	清			after
15815	弘道书	儒	语录	费密	清			after
15818	张子正蒙注	儒	语录	王夫之	明			unknown
15819	张载集摘	儒	语录	张载	宋			before
15820	御制日知荟说	儒	语录					blank
15823	御定小学集注	儒	语录					blank
15832	慎言	儒	语录	王廷相	明			unknown
15842	新语校注	儒	语录	王利器				blank
15845	日知录集释	儒	语录	顾炎武	清			after
15850	曾子	儒	语录	汪晫	宋			before
15872	河南程氏遗书	儒	语录	程颢	宋			before
15874	法言义疏	儒	语录	杨雄	汉			before
15881	潜夫论笺校正	儒	语录	王符	汉			before
15882	潜室扎记	儒	语录	刁包	清			after
15884	王明阳集	儒	语录	王守仁	明			unknown
159	周易章句证异	经	易类	翟圴廉	清			after
