10968	38248
1097	7611
10971	894
10974	1512
10975	1516
10976	3423
10977	1253
1098	14319
10982	13552
10987	20032
10988	13518
1099	7796
10990	10472
10991	9369
10992	34788
10994	167182
10995	29380
10996	602401
10997	17674
11	221966
110	38484
1100	9979
11006	68052
11009	15111
1101	2195
11012	27296
11014	387125
11015	2688
11016	284303
11017	147599
11018	34820
11019	3075
1102	8604
11021	26995
11023	153338
11024	9469
11025	70658
1103	27850
11030	8058
11031	7982
11034	76574
11035	78312
11036	8109
11039	9222
1104	36589
11040	86854
11041	12333
11048	125537
11049	46356
1105	6466
11050	73326
11052	271978
11056	207074
11057	29702
11058	586541
11059	20917
1106	40640
11060	205263
11061	12323
11062	213937
11063	157750
11064	110809
11065	1367549
11066	84699
11067	16215
11068	275302
11069	118252
1107	11385
11070	121378
11071	628908
11079	350
1108	50973
11084	1896
11085	10434
11086	886
1109	6436
11091	451
11092	6287
11093	1132
11094	1324
11095	1569
11099	1231
111	257654
1110	93151
11100	1659
11101	2001
11102	2912
11104	8817
11107	3655
11108	1830
1111	48011
11110	3165
11111	7634
11113	1624
11115	7426
11116	1405
11117	1899
11118	3925
11119	1692
1112	58334
11120	2351
11121	1466
11122	1042
11125	2073
11126	1372
11127	1534
11128	1364
11129	3609
1113	4581
11130	809
11131	827
11132	6116
11133	3023
11134	4009
11135	9497
11136	45942
11138	4633
11139	1258
1114	8577
11141	5368
11142	1094
11144	2791
11145	48448
11147	1363
11148	2981
11149	718
1115	6323
11150	1113
11151	1512
11152	697
11153	1207
11154	2290
11155	2269
11156	330
11157	4650
11158	495
11159	1681
1116	15620
11160	2105
11162	197850
11163	1236
11164	2560
11165	1643
11166	1794
11167	2454
11168	1319
1117	11093
11171	3408
11174	3856
11179	539
1118	901749
11181	1059
11182	1103
11184	4044
11186	465881
11188	12822
1119	12027
11191	2916
11194	11788
11195	2876
11198	800
112	96407
1120	37136
11201	769
11203	2233
11204	1367
11206	1699
11208	1877
1121	6688
11210	1272
11213	22930
11218	12099
11219	3760
1122	10155
11223	12048
11229	6687
1123	66809
11234	4728
1124	23667
11245	79046
11246	409748
1125	7812
11253	204160
11256	8067
11258	64941
1126	25523
1127	343966
11271	44319
11273	9753
11275	109315
11278	11581
1128	14521
11283	14051
11287	11354
1129	104591
11292	60335
11293	10654
11299	18326
113	293250
1130	46301
11303	115298
11308	2982
1131	22776
1132	2657
11324	74690
1133	8881
11337	14794
1134	17326
11342	9790
11343	44402
11348	6640
11349	5807
1135	3930
11350	2979
11351	1429
11354	4743
11357	5266
1136	7795
11360	36394
11361	15421
11362	2466
11365	46383
1137	54557
11370	1800
11371	6607
11372	3285
11374	24133
11375	38874
11376	461
11377	1225
1138	30028
11381	2337
11383	760
11384	19451
11387	22025
1139	14596
11391	1312
11392	3600
11394	4350
11395	1964
11397	2216
11398	4141
114	75932
1140	4000
11400	1094
11403	3587
11405	4485
1141	41170
11410	4167
11419	10750
1142	30957
11424	3551
11427	4035
1143	27303
11434	2573
11436	7502
11438	2576
1144	12366
11440	16241
11441	1535
11442	1202
11445	343
11446	2947
11448	3721
11449	1210
1145	72759
11450	666
11452	129126
1146	4034
11461	4919
11462	4123
11463	1090
11469	3866
1147	32315
11470	6051
11471	4413
11472	4392
11473	4189
11474	897
11477	2537
11478	8654
1148	28759
11481	4399
11483	11547
11485	2801
11487	1731
1149	31279
115	124181
1150	13679
1151	415203
11512	243870
11515	57169
11517	75504
1152	39155
11524	35068
11531	24478
11536	46453
1154	1008068
11540	16921
1155	147756
11559	18047
1156	53076
11569	5806
1157	88019
1158	253715
11581	138321
11583	34883
11584	21508
11585	60063
1159	664571
116	80793
1160	16091
1161	2755
1162	26737
1163	15138
1164	13433
11640	3484
11648	14071
1165	16139
11656	11902
1166	6002
11668	29073
1167	1150624
11670	25794
11675	147359
1168	741628
1169	150152
117	16040
1170	126702
1171	224332
11710	63452
11713	15877
11715	10547
1172	204413
11721	225928
11723	13491
11725	13399
1173	170633
11739	117081
1174	32977
11749	4918
1175	3215692
1176	721290
11766	16698
1177	98481
11774	38748
11775	14262
1178	351460
11789	623
1179	2202535
11799	20024
118	228396
1180	2373543
11806	169183
1181	2790119
1182	1082374
11829	29166
1183	771862
11830	4827
11833	12767
11835	2494
11836	122817
11837	5552
1184	578754
11844	70762
1185	94124
11854	7752
1186	7970
1187	475486
11870	8764
1188	6952
11885	38548
1189	436219
119	64858
1190	7923
1191	153604
1192	12760
11929	93291
1193	53387
1194	454548
1195	125340
1196	6814
11962	67262
1197	26169
11975	1652
1198	30210
11985	22996
11986	23632
1199	210272
11997	294
12	39749
120	57313
1200	489837
1201	201063
12014	593075
12015	260891
1202	131361
1203	250559
12037	6453
12038	7703
1204	48154
1205	602331
1206	538803
1207	59031
1208	6272
12087	4928
1209	22416
12096	3275
12098	5806
121	343400
1210	42101
12105	22716
1211	7656
1212	246367
12123	102
12129	3653
1213	5574
12135	3007
1214	125086
12140	31559
12143	1633
12146	3956
12149	4532
1215	112936
12150	731
12154	14546
12158	26
1216	22118
12160	740
12162	2384
1217	3852
12170	17420
1218	30896
12185	13642
1219	2252421
12190	1843
12191	2499
12197	2347
12199	869
122	85001
1220	191956
1221	276241
12216	3979
1222	72478
12227	484
1223	6591
1224	39219
12241	3481
1225	133599
12251	585
1226	15526
12261	1310
12263	1408
1227	15848
1228	158126
1229	53124
123	135530
1230	56674
12302	4794
12306	50342
12309	454
1231	41574
12311	86
1232	109521
12323	1437
1233	172004
12333	9176
12337	4123
1234	1437689
12343	3261
12344	1310
1235	69178
12350	2631
12354	974
1236	96549
12369	626
1237	9144
12370	1179
12371	6217
12376	624
12377	2638
12378	875
12379	2811
1238	13436
12385	7881
12387	726
1239	9188
12391	1054
12394	7424
12397	1060
124	14280
1240	156380
12405	348
12406	3560
1241	43661
12413	1775
1242	17157
12424	14184
1243	10215
12438	8676
1244	5040
12442	3277
12443	10717
12445	5498
12448	1004
12449	5204
1245	41094
12452	2218
12453	827
12457	4381
1246	13509
12463	526
12464	4136
1247	130126
12472	13736
12473	3589
12474	11351
12477	15267
12478	16310
12479	299
1248	13847
12480	15522
12481	2959
1249	20445
12493	5789
12494	1308
125	14526
1250	11136
12502	15214
12503	3535
12506	477
1251	38394
12511	15894
12513	3293
12517	11367
1252	79125
12524	11740
12529	17435
1253	74339
12535	1116
1254	20374
12541	4947
12542	1324
1255	6284
1256	42919
12560	547
1257	14202
12572	1575
12573	2618
12575	1915
12576	1066
1258	43162
12580	6828
12582	1997
1259	22187
12592	166
12594	1055
12598	404
126	34166
1260	62608
12605	5152
1261	9710
12613	15960
12616	39988
12617	39773
12618	9649
1262	24349
12623	275
1263	53933
12630	9338
12637	3560
1264	38359
12648	1220
12649	6981
1265	142598
1266	28097
12664	401
12665	3074
1267	63421
12671	8747
1268	37703
12682	1515
12687	10139
1269	3406
12695	4751
12698	3389
12699	5519
127	122147
1270	14312
12707	993
1271	90473
12713	1686
1272	112581
12721	1939
12722	408
1273	83597
1274	36535
1275	17623
12750	882
12751	60428
12757	1218
12758	2328
12759	13674
1276	6220
12762	1304
12763	8390
12764	64974
12768	748
1277	7884
12770	2497
12771	2493
12774	4924
12775	21496
12776	2804
12778	609
1278	27173
12781	3044
12783	38882
1279	11271
12798	4034
12799	12596
128	143661
1280	50072
1281	123104
1282	93260
1283	26092
12839	4651
1284	59957
12842	334234
1285	464786
1286	65949
12860	625
1287	105004
1288	60141
12883	1020
1289	44983
12890	91137
129	45397
1290	206275
1291	247599
1292	78956
12928	1347
1293	85358
1294	39614
12945	3992
1295	674
12956	7636
1296	1509
1297	1039
12972	2286
1298	57465
12987	1292
1299	79213
13	51599
130	95860
1300	37527
13007	892
1301	10873
13011	8156
1302	51119
13020	5926
13022	1153
1303	51648
1304	108471
1305	48370
13053	2874
13057	1823
1306	17292
1307	45700
1308	12037
13089	1026
1309	23130
131	178041
1310	9275
1311	28104
13113	2470
1312	119484
1313	3969
1314	4980
1315	7002
13158	3631
1316	5111
13162	25760
1317	35872
1318	30301
1319	13786
13191	2205
13195	3408
132	152802
1320	5081
13208	10785
1321	1788
13216	7299
1322	22804
13223	12835
1323	124043
13230	5934
1324	14643
1325	41071
1326	159023
1327	145022
13270	6339
13272	877
1328	36088
1329	43361
133	338494
1330	32722
13301	1247
1331	18226
13317	614
13318	619
13319	1109
1332	12789
13323	5206
13324	6663
13326	6489
1333	7808
1334	16541
13341	378
1335	9618
13351	3713
13353	666
1336	15603
13360	1378
1337	26583
1338	18332
1339	43193
13396	807
134	34739
1340	98055
13401	392
13409	1481
13410	7647
1342	16216
13421	1541
13429	1680
1343	29969
13436	2556
1344	1502305
13444	2345
13446	562
1345	61629
13453	709
13457	367397
1346	27484
13464	466448
1347	21214
1348	26578
13481	6647
13486	8455
1349	107103
13492	27503
13493	5109
13494	31001
13495	13605
13496	795
13497	2212
135	90432
1350	17195
13504	70828
13508	20941
1351	12234
1352	21197
13522	16691
13523	1502
13526	73450
1353	107679
13532	495
13537	28362
1354	264702
13540	11445
13542	11318
13549	14283
1355	250581
13550	23507
13552	16934
13553	19149
13556	13511
1356	704245
13560	25795
13562	15407
13564	13919
13565	12862
13566	6313
13567	7198
13569	287
1357	7354
13576	9304
13578	14097
1358	16077
13580	692
13581	1762
13583	267
13584	1095
1359	60615
13590	15462
13591	2495
13592	69216
13593	1426
13598	23963
13599	10069
136	865151
1360	134571
13604	3917
1361	1037425
13611	4621
13613	3483
13614	14197
13615	3881
1362	34599
13620	2662
13622	1059
13625	670
1363	15071
13630	1654
13639	3500
1364	58872
13643	477
13644	7981
13648	1718
13649	1213
1365	14698
13654	186
1366	17262
13666	15835
1367	42699
1368	8215
13689	14073
1369	31922
137	106898
1370	31883
1371	11476
13712	208062
13714	46918
1372	58756
1373	6010
1374	57164
13747	2796
1375	657487
13754	26813
13757	151174
13759	95231
1376	134867
1377	961357
13770	77945
1378	57119
13781	11033
13786	40815
13788	13387
1379	13962
13790	17787
13791	10839
13792	8283
13794	15959
13798	10799
1380	73226
13801	13347
13802	8805
13803	95260
13805	7475
1381	55648
13813	292205
13814	25817
1382	43002
13827	37445
1383	40472
1384	136197
1385	15615
13851	116290
1386	38473
13861	19965
1387	75283
1388	12994
13883	18719
13884	19636
1389	287378
13896	127851
139	22732
1390	501048
1391	14975
13918	19920
1392	38183
1393	42676
13933	22348
1394	52422
13944	216153
13946	24608
1395	153615
1396	4208
13966	73570
1397	9135
13977	1277
1398	11066
13980	11265
13984	10603
1399	28297
13996	2666
14	78494
140	28550
1400	43297
14001	2807
1401	652002
14013	13774
14018	15689
1402	137431
1403	96572
14036	111263
1404	886995
14044	13284
1405	62705
14050	1115
1406	555103
14067	11349
1407	185151
14076	19869
1408	18049
1409	87181
14095	4355
141	51161
1410	269652
14109	34612
1411	48032
1412	35494
1413	16239
14132	5586
1414	33247
1415	2329
14153	6207
1416	17097
1417	7244
14178	3100
1418	4774
1419	3493
142	581499
1420	9883
1421	4664
1422	14717
14220	27284
14228	22427
14229	31438
1423	6305
1424	10794
1425	38619
14258	21658
1426	326646
1427	68016
14271	31416
14274	14241
1428	26771
1429	17292
14290	29128
143	134582
1430	274027
14305	6681
1431	31579
1432	191711
14328	19824
14329	157880
1433	63563
14330	82733
1434	91855
14341	20687
14342	48478
14344	896695
1435	126421
14352	22255
1436	128727
14360	5331
1437	3746
14372	4365
14373	2811
14378	1386
14379	1606
1438	20014
14380	1553
14389	62633
1439	108709
14391	3822
144	25131
1440	33223
1441	53381
14412	41503
1442	17360
1443	70568
14433	20148
1444	12549
1445	43122
1446	9745
14461	32892
14462	10406
14469	8846
14470	2590
14473	23781
1448	42725
1449	323911
14492	555
145	88679
1450	22758
14503	4485
14504	3031
14505	1621
14506	5581
1451	16363
14514	4290
14516	906
1452	449770
14521	10942
14529	361214
1453	84447
14530	2365
14531	12894
14533	68117
14539	27215
1454	67028
14540	32855
1455	58478
14553	5992
14554	1814
14555	26368
14556	57943
14557	157850
1456	42189
14567	16200
1457	111664
14570	11027
14577	1913
14578	723
1458	102520
1459	28459
146	103629
1460	88084
1461	68436
14615	24013
14618	51007
1462	79361
1463	3904
1464	174166
14640	17262
1465	385801
14651	30804
14652	3042
14654	37464
1466	41950
14661	14673
14666	897
1467	532694
1468	5327
14681	1671
14682	1488
14684	16256
14687	7389
1469	14379
14697	23574
14699	42283
147	298301
1470	20842
14701	6103
14702	6810
14706	18471
1471	45609
14710	9600
14712	65558
14718	37830
1472	29191
14720	16527
14724	13823
14725	25804
14726	7357
1473	61137
14737	57231
1474	9632
14742	128730
14744	3435
1475	4346
14752	26336
14756	23104
1476	37451
14762	31171
14764	940
1477	17026
14770	4262
14771	16100
14775	60438
14779	45987
1478	39729
14783	19637
14784	4403
1479	205535
14793	15110
14797	102836
148	186525
1480	141729
14802	35643
14807	8244
1481	120416
14814	36482
14818	10635
1482	14807
14820	419
14824	1154
14825	2237
1483	136605
14833	15044
14834	6825
14835	33287
1484	41214
14843	23589
14845	9846
14846	5144
14848	64302
14849	31544
1485	121689
14851	1525
14852	4748
14855	397
1486	27690
14862	508917
14867	64544
1487	8635
14875	10889
14876	10707
1488	111474
14882	1921
14885	2261
14886	2874
14888	3290
1489	97629
14890	6016
14893	728
149	101971
1490	152698
14904	2325
14907	18816
1491	67572
14913	2568
14917	489
14918	10841
14919	1781
1492	14035
14922	5884
14924	9311
14925	111525
14927	11853
14928	11300
14929	3804
1493	130089
14930	12428
14931	94490
14932	10785
14934	11100
14935	107676
14936	69191
14938	19541
1494	6817
14943	16399
14946	357571
14947	546788
14948	381233
1495	24700
14951	11452
14954	209155
14955	32392
14959	47921
1496	6212
14960	282724
14961	9237
14962	4814
14963	102893
14965	2183
1497	276064
14972	74385
14976	7198
14977	60664
1498	12941
14980	151992
14982	11611
14985	31757
14986	115166
14987	11305
14988	1905
1499	23997
14990	55351
14995	7646
14997	21765
14999	33484
15	130517
150	38293
1500	42518
15002	81322
15003	11815
15007	44989
15009	1954
1501	39123
15010	14649
15011	4300
15012	239378
15013	33517
15014	5546
15015	111216
15016	1525
15017	11678
1502	49324
15022	8033
15024	25744
15025	46938
15029	1329
1503	133449
15031	20502
15032	1574
15033	10080
1504	18031
1505	33005
1506	40742
1507	26844
1508	113419
15080	216190
15082	55162
15084	34915
15088	30243
15089	20356
1509	42312
15090	634
15091	45201
15092	9542
15093	10137
15094	679
15095	39773
15097	647
15098	11844
15099	2771
151	140931
1510	15128
15100	32188
15101	7345
15102	7596
15103	1854
15104	2217
15105	1682
15106	34390
15107	7887
15109	1830
1511	255410
15110	203037
15111	4889
15112	2868
15113	966
15114	222
15115	450
15117	37491
15118	24854
15119	531
1512	22699
15120	516
15121	1430
15122	2800
15123	250
15124	1970
15125	986
15126	583
15127	1747
1513	12974
15130	4762
15131	5855
15132	6492
15133	1369
15134	14000
15136	918
15137	7865
15138	72569
15139	1798
1514	23183
15140	682
15141	17459
15142	2279
15143	2298
15145	339317
15146	2746
15147	5404
15148	2658
15149	8820
1515	15907
15150	5867
15151	41203
15152	6170
15153	27698
15154	3234
15155	2008
15156	49135
15157	951
15158	15480
15159	2728
1516	27941
15160	1873
15161	1461
15162	3320
15163	3817
15164	1122
15165	1627
15166	1269
15167	357
15169	7466
1517	36224
15170	45543
15171	1600
15172	4293
15173	1459
15174	2996
15175	996
15176	2952
15177	966
15178	2372
15179	23408
1518	27772
15180	18119
15181	22702
15182	1106
15184	3016
15185	3104
15186	5023
15187	8095
15188	18044
15189	5227
1519	5008841
15190	2863
15191	291
15192	1349
15193	900
15194	2194
15195	3607
15196	1566
15197	1194
15199	4375
152	104058
1520	255388
15200	1362
15201	1350
15202	1459
15204	260
15205	2378
15206	5074
15207	4123
15208	449
15209	2745
1521	152335
15210	1340
15211	2380
15212	1785
15213	668
15214	8314
15216	1056
15217	1328
15218	1807
15219	9522
1522	766418
15220	1797
15221	4323
15222	3570
15223	9701
15225	14312
15226	14358
1523	22678
15235	206183
1524	38602
1525	101856
15252	1753
15254	1503
15255	6806
15256	8571
15258	6802
15259	85970
1526	50300
15262	18660
15265	31065
1527	277035
15270	97480
1528	486005
15284	123091
1529	50996
15292	43616
15296	78808
15299	21069
153	31203
1530	1745194
15301	309009
15304	2752
1531	276170
15311	5553
15312	6581
15316	10529
1532	10732
15321	21835
1533	8446
15330	611590
1534	37791
15340	309586
15344	36262
15345	13696
15348	37288
1535	51014
15352	5584
15354	2883859
15358	74269
15359	11637
1536	286349
15362	69349
15364	2166
15369	34174
1537	331492
15372	1063852
15373	257109
1538	801448
15382	174552
15383	1952
15388	300023
1539	33304
15390	172128
15395	358610
154	23951
1540	13516
15404	51517
15405	146031
15408	26582
1541	173751
1542	1632010
1543	142741
1544	229129
15444	8029
15448	106082
1545	1535
15458	260
1546	24709
15460	119377
1547	69403
15474	60236
1548	630706
15485	44891
1549	87342
155	14952
1550	4658
15500	197116
15503	988364
15506	95507
15508	88080
1551	18839
1552	40415
15523	200288
15525	11767
15528	58734
1553	31653
15538	24605
1554	13130
1555	52590
15555	378113
1556	9785
1557	29610
15572	3737
15574	67960
15575	2160
15576	166490
1558	12667
1559	102217
15591	214112
15593	217450
156	290492
1560	331436
1561	17304
15613	522364
15614	43210
15618	272566
1562	11081
15621	2508
1563	8667
1564	11564
15641	97958
15644	1102754
15648	359623
15649	143299
1565	632922
15654	42677
1566	16133
15664	336443
1567	20289
15670	23091
15675	40373
15677	122077
15679	146660
1568	9195
15681	987036
15688	6123
1569	23607
15699	55728
157	202370
1570	207119
15705	20157
1571	118721
15711	198710
15713	34369
15717	21791
1572	36360
15720	151693
15723	117390
1573	31799
15739	35205
1574	5827
15749	128640
1575	34276
15750	160334
15751	54036
15757	53801
15758	65067
15759	7314
1576	5146
15761	6727
15767	20749
15768	18297
1577	4250
15772	27788
15774	33624
15776	15585
1578	500727
15780	87344
15781	68240
15782	55719
15783	19777
15784	78084
15786	21808
15787	11147
15789	17407
1579	37194
15794	10184
15795	12286
158	98150
1580	14778
15800	26340
15801	21814
15802	14621
15803	26342
15804	76907
15805	19780
15808	2046
1581	10834
15811	61417
15815	55177
15818	96386
15819	140732
1582	296218
15820	43328
15823	73677
1583	65162
15831	166283
15832	15484
15835	8954
15836	10665
15839	156205
1584	26583
15842	218652
15844	51151
15845	665953
15847	7009
15848	25125
1585	10213
15850	16155
15853	44494
15855	983
15858	9723
1586	5516
15862	22225
15866	8669
15868	46065
1587	3133
15870	78092
15871	3837
15872	150890
15873	11404
15874	353462
15878	56674
15879	14941
1588	5769
15881	222677
15882	28643
15883	9177
15884	527755
15885	6978
15886	6157
15889	4919
1589	17357
15891	6112
15893	50782
15895	4194
15896	117977
15898	4778
159	53008
1590	11237
15902	24469
15904	71185
15905	30742
15906	25889
1591	21163
15914	2114
1592	7574
15920	33729
15921	8443
15924	122362
15925	236655
15927	77719
15929	10228
1593	109760
15931	562849
15932	42607
15933	33728
15934	23611
15935	9857
15936	16891
15937	44297
15939	191328
1594	59928
15940	133323
15941	17132
15943	170707
15944	35157
15945	6793
15946	11124
15947	82518
15948	10429
15949	4129
1595	59540
15950	26261
15951	20305
15952	191734
15954	29820
15955	31850
15956	5947
15957	5660
15958	64760
1596	25756
15960	24720
15961	51468
15962	822
15963	522763
15964	29492
15965	23681
15966	50133
15967	15558
15968	39650
15969	10348
1597	13838
15970	241080
15971	5932
15972	102697
15973	101983
15974	61608
15975	67255
15976	18860
15977	1502
15978	7497
15979	7484
1598	80806
15981	15960
15983	54663
15984	80652
15986	18568
15987	5688
15988	102689
15989	34413
1599	90141
15991	19253
15992	81639
15994	25947
15995	5744
15996	96713
15997	16147
15998	67526
16	6596
160	6187
1600	595202
16000	1050
16001	26871
16003	121424
16004	69814
16005	42809
16006	100018
16007	16670
16008	33154
16009	65622
1601	38489
16010	87082
16011	10282
16012	34471
16013	211280
16014	10650
16015	28134
16018	87710
16019	7157
1602	26421
16020	15217
16021	21669
16022	33734
16023	110028
16024	86754
16026	33322
16027	258028
16028	35343
16029	182797
1603	8453
16030	98252
16031	246430
16032	236426
16033	71818
16034	6722
16035	38349
16036	9446
16037	6565
16038	29244
16039	13280
1604	63752
16040	16119
16041	10070
16042	54730
16043	2160
16044	37185
16045	218409
16046	20520
16047	11117
16048	32368
16049	54325
1605	49870
16050	53843
16052	66359
16053	90877
16054	25666
16055	44517
16058	13198
16059	34464
1606	81840
16061	41776
16063	21937
16064	41806
16065	76196
16066	10603
16067	51492
16068	5474
16069	27492
1607	24827
16070	20437
16071	19312
16072	18198
16073	8432
16074	27053
16075	71596
16076	20029
16077	115270
16078	70453
16079	750119
1608	8256
16080	73997
16081	13495
16082	21600
16083	7630
16084	14000
16085	59265
16086	49520
16087	1746
16088	9607
16089	16223
1609	6273
16090	19179
16091	7999
16092	13890
16093	65960
16095	30277
16096	6220
16097	44777
16098	30541
16099	22422
161	8591
1610	72274
16100	671710
16101	18195
16102	39704
16103	31603
16104	34201
16105	60003
16106	22980
16107	112241
16108	213070
1611	13434
16110	29059
16111	831621
16112	444483
16113	23105
16114	24118
16115	21795
16116	91276
16117	63782
16118	834932
16119	21444
1612	17276
16120	292814
16121	35318
16122	2395
16123	28256
16124	115927
16125	32507
16126	2979
16127	146492
16128	52248
1613	10823
16130	29377
16131	24187
16132	6884
16133	6883
16134	43897
16135	68466
16136	15231
16137	23438
16138	150802
16139	59198
1614	171048
16140	51531
16141	10742
16142	190779
16143	65245
16144	46921
16146	22350
16147	24166
16148	20174
1615	18297
16150	56418
16151	621045
16153	44364
16154	64042
16155	18739
16156	894
16157	9580
16158	20450
16159	27024
1616	25486
16160	282554
16161	13026
16162	106722
16164	8270
16165	129556
16166	15261
16167	127097
16168	37689
16169	28534
1617	49965
16170	11756
16171	70717
16172	5265
16173	10151
16174	57559
16175	233566
16176	1162546
16177	196810
16178	22818
16179	157562
1618	78379
16180	23759
16181	35516
16182	33449
16183	53471
16184	40171
16186	55146
16187	8859
16188	85754
16189	12244
1619	442286
16190	7579
16191	10457
16192	6973
16193	32529
16194	16532
16195	63409
16196	70964
16197	81127
16198	27714
16199	1187112
162	304
1620	4673
16201	15966
16202	47568
16203	65846
16204	621
16205	8575
16206	45475
16207	78233
16209	10603
1621	13106
16210	471943
16212	46215
16213	9767
16214	41283
16215	5623
16216	23179
16217	10067
16218	47534
16219	116917
1622	25757
16220	124577
16221	24925
16222	48859
16223	122953
16224	94352
16226	30134
16227	75034
16228	26663
16229	30113
1623	2021
16230	45752
16231	16888
16233	869254
16235	57472
16236	546033
16237	47392
16238	61225
16239	12378
1624	486
16240	32384
16241	24932
16242	28454
16243	13379
16244	30474
16245	7176
16246	6231
16247	22403
16248	51481
16249	112299
1625	11398
16250	32704
16252	163334
16253	64588
16254	15132
16255	30205
16256	15651
16257	30538
16258	73893
16259	50328
1626	23632
16260	21689
16261	12694
16262	34076
16263	107830
16264	4101
16265	21813
16266	13402
16267	97828
16268	11555
1627	17745
16270	13794
